,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
3352,South Padre Island Pediatrics Sinton,Medical Practice,,san patricio street ,Sinton,Texas,301 South San Patricio Street,78387,5/28/2021,13:51:02,0,180,0,0,0,180,0,(361) 364-3355,
3353,SOUTH SHORE FAMILY HEALTH CENTER,Medical Practice,,3023 Marina Bay Dr,League City,Galveston,"3023 Marina Bay Drive, League City, TX, USA",77573,5/27/2021,11:00:08,0,200,0,0,0,200,0,,
3354,Tom Thumb Pharmacy 1780,Pharmacy,,1000 Keller Parkway,Keller,Tarrant,1000 Keller Parkway,76248,6/1/2021,19:38:18,282,0,0,0,100,382,0,(817) 337-8040,https://local.pharmacy.tomthumb.com/tx/keller/1000-keller-pkwy.html
3355,Trail Creek Pharmacy,Pharmacy,,2700 Tibbets Dr,Bedford,Tarrant,"2700 Tibbets Drive, Bedford, TX, USA",5928,6/7/2021,16:30:19,0,890,0,0,420,1310,0,,
3356,Medprime health Services LLC,Medical Practice,,3310-b Lamar Ave,Paris,Lamar,3310-b Lamar Ave,75460,6/3/2021,17:59:05,0,300,0,0,90,390,0,,
3357,Best Discount Pharmacy,Pharmacy,,,LUBBOCK,,2316 34TH ST ,79411,6/17/2021,9:21:30,0,100,0,140,0,100,140,(806)795-4353,
3358,BSLMG Agape Physicians,Medical Practice,,6769 Lake Woodlands Dr,The Woodlands,Montgomery,6769 Lake Woodlands Drive,77382,7/19/2021,12:39:39,0,350,0,0,0,350,0,(281) 210-1200,
3359,Sharyland Medical Clinic,Community Clinic,,Griffin Pkwy,Mission,Hidalgo,2118 East Griffin Parkway,75872,5/26/2021,19:07:43,0,240,0,240,0,240,240,(956) 581-2763,
3360,Family HealthCare Associates S. Fielder Road,Medical Practice,,1300 S Fielder Rd,Arlington,Texas,1300 S Fielder Rd,76013,5/28/2021,8:34:42,0,0,0,140,0,0,140,(817) 459-5228,
3361,DeraMed Specialty Pharmacy,Pharmacy,,1001 Matlock Rd STE 105,MANSFIELD,TARRANT,1001 Matlock Rd STE 105,76063,5/28/2021,9:17:28,1104,150,0,0,0,1254,0,817-592-3636,
3362,Family Medical Day and Night Clinic,Medical Practice,,,Pharr,Hidalgo,1002 W Sam Houston Ste 4,78577,7/13/2021,16:11:52,168,510,168,510,0,678,678,,
3363,Destination Health,Medical Practice,,900 E Southlake Blvd,Southlake,Tarrant,900 E Southlake Blvd,76092,5/28/2021,12:02:35,0,270,0,0,0,270,0,(817) 310-6050,OPERATIONSMGR@DESTINATIONHEALTH.COM
3364,"Lisa M. Buell, M.D. ,P.A.",Other,,6250 John Ryan Dr,Fort Worth,Tarrant,6250 John Ryan Drive,76132-4115,6/25/2021,9:24:59,0,0,130,0,0,0,130,(817) 300-4332,
3365,Family Healthcare Associates Allen,Other,,,Arlington,Tarrant,1105 N Central Expressway,76013,5/28/2021,8:28:34,0,0,0,20,0,0,20,,
3366,RGV ADULT AND INTERNAL MEDICINE ,Other,,1010 James St,Weslaco,Hidalgo,1010 James Street,78596,5/28/2021,17:04:11,500,0,0,0,0,500,0,,
3367,Texas Health Family Care #A51,Other,,, FORT WORTH,,7630 N BEACH ST STE 140,76137,7/22/2021,17:09:11,0,0,0,0,115,115,0,,
3368,Proscript America Pharmacy,Pharmacy,,Binz Street,Houston,US,1801 Binz Street Suite 310,77004,5/27/2021,6:45:08,1166,0,2317,0,0,1166,2317,,
3369,FAMILY HEALTHWATCH,Medical Practice,,4041 W WHEATLAND ROAD ,DALLAS,dallas,4041 West Wheatland Road,75237,6/3/2021,17:19:36,670,0,841,0,0,670,841,(214) 432-2472,familyhealthwatch@att.net
3370,Livingston Med Lab,Vaccine Hub,,18322 Sonterra Pl,San Antonio,Bexar,18322 SONTERRA PL STE 101 ,78258,7/23/2021,10:05:37,10734,0,0,0,150,10884,0,,
3371,Thomas Spann Clinic Pa,Other,,,Corpus Christi,,7121 S PADRE ISLAND DR STE 300300 Corpus Christi 78412,78412,5/27/2021,13:53:07,0,150,0,0,0,150,0,,
3372,Kelsey Seybold Ft Bend Diagnostic Ctr,Medical Practice,,11555 University Blvd,Sugar Land,Fort Bend,11555 University Blvd,77478,5/28/2021,10:35:42,360,0,1224,0,45,405,1224,(713) 442-9100,https://www.kelsey-seybold.com/find-a-location/fort-bend-medical-and-diagnostic-center
3373,STARR PHARMACY II,Pharmacy,,1300 S Bryan Rd,Mission,Hidalgo,1300 South Bryan Road,78582,5/24/2021,15:18:33,0,715,0,200,0,715,200,,starrpharmacy2@gmail.com
3374,Family Medical Group Of Texarkana - Texarkana - 2101 Galleria Oaks,Other,,GALLERIA OAKS DR,Texarkana,Bowie,2101 GALLERIA OAKS DR TEXARKANA 75503,75503,7/8/2021,16:15:22,0,90,0,0,0,90,0,,
3375,International Travel Solutions - Grapevine,Medical Practice,,1340 S Main St,Grapevine,Tarrant,"1340 South Main Street, Grapevine, TX, USA",76051,6/1/2021,8:34:58,0,100,0,0,0,100,0,,
3376,Fort Worth Diagnostic Clinic,Medical Practice,,12th Avenue,Fort Worth,Tarrant,"1001 12th Avenue, Fort Worth, TX, USA",76104,7/13/2021,13:24:30,0,60,0,60,0,60,60,,
3377,Tom Thumb Pharmacy 3658,Pharmacy,,2755 N Collins St,Arlington,Tarrant,2755 N Collins St,76006,5/31/2021,17:05:06,258,266,0,0,90,614,0,(817) 276-5370,https://local.pharmacy.tomthumb.com/tx/arlington/2755-n-collins-st.html
3378,Tom Thumb Pharmacy 3652,Pharmacy,,745 Cross Timbers Rd,Flower Mound,Denton,"745 Cross Timbers Road, Flower Mound, TX, USA",1365,7/9/2021,20:40:49,576,0,0,0,30,606,0,(972)539-6830,
3379,Tom Thumb Pharmacy 3650,Pharmacy,,14999 Preston Rd,Dallas,Dallas,"14999 Preston Road, Dallas, TX, USA",75230,5/31/2021,17:53:17,177,0,177,0,50,227,177,(972)661-0492,
3380,Tom Thumb Pharmacy 3645,Pharmacy,,2200 14th St,Plano,Collin,2200 14th St,75074,5/31/2021,16:40:50,54,0,108,0,180,234,108,(972) 423-4107,https://local.pharmacy.tomthumb.com/tx/plano/2200-e-14th-st.html
3381,Tom Thumb Pharmacy 3637,Pharmacy,,1380 W Campbell Rd,Richardson,Dallas,1380 W Campbell Rd,75080,5/31/2021,16:28:42,372,0,0,0,135,507,0,(972) 680-6023,https://local.pharmacy.tomthumb.com/tx/richardson/1380-w-campbell-rd.html
3382,Tom Thumb Pharmacy 3625,Pharmacy,,302 S Park Blvd,Grapevine,Tarrant,302 S Park Blvd,76051,5/31/2021,16:44:05,0,0,330,0,160,160,330,(817) 481-2598,https://local.pharmacy.tomthumb.com/tx/grapevine/302-s-park-blvd.html
3383,Tom Thumb Pharmacy 3623,Pharmacy,,210 E Pleasant Run Rd,Desoto,Dallas,210 E Pleasant Run Rd,75115,6/13/2021,17:03:26,96,0,0,0,55,151,0,(972) 274-7008,https://local.pharmacy.tomthumb.com/tx/desoto/210-e-pleasant-run-rd.html
3384,Tom Thumb Pharmacy 3621,Pharmacy,,4010 N Macarthur Blvd Ste 10,Irving,Dallas,4010 N Macarthur Blvd Ste 10,75038,7/21/2021,20:16:23,432,65,0,0,45,542,0,(972) 650-2090,https://local.pharmacy.tomthumb.com/tx/irving/4010-n-macarthur-blvd.html
3385,Tom Thumb Pharmacy 3617,Pharmacy,,2611 W Park Row Dr,Arlington,Tarrant,2611 W Park Row Dr,76013,6/10/2021,20:57:13,246,80,0,0,120,446,0,(817) 459-4124,https://local.pharmacy.tomthumb.com/tx/arlington/2611-w-park-row-dr.html
3386,Tom Thumb Pharmacy 3608,Pharmacy,,7700 N W Hwy,Dallas,Dallas,7700 N W Hwy,75225,6/26/2021,18:49:57,438,0,0,0,65,503,0,(214) 346-1030,https://local.pharmacy.tomthumb.com/tx/dallas/7700-northwest-hwy.html
3387,Tom Thumb Pharmacy 3597,Pharmacy,,11920 Preston Rd,Dallas,Dallas,11920 Preston Rd,75230,5/28/2021,21:48:01,540,10,0,0,1310,1860,0,(972) 980-4915,https://local.pharmacy.tomthumb.com/tx/dallas/11920-preston-rd.html
3388,Tom Thumb Pharmacy 3582,Pharmacy,,18212 Preston Rd,Dallas,Collin,18212 Preston Rd,75252,7/26/2021,19:40:51,12,0,0,0,0,12,0,(972) 985-2250,https://local.pharmacy.tomthumb.com/tx/dallas/18212-preston-rd.html
3389,Tom Thumb Pharmacy 3575,Pharmacy,,2301 Justin Road,Flower Mound,Denton,"2301 Justin Road, Flower Mound, TX, USA",75028,7/12/2021,8:37:02,103,0,103,0,215,318,103,(972)539-3222,
3390,Tom Thumb Pharmacy 3563,Pharmacy,,633 W Wheatland Rd,Duncanville,Dallas,633 W Wheatland Rd,75116,6/27/2021,17:08:20,0,0,156,0,20,20,156,(972) 780-1153,https://local.pharmacy.tomthumb.com/tx/duncanville/633-w-wheatland-rd.html
3391,Tom Thumb Pharmacy 2990,Pharmacy,,7117 Inwood Rd,Dallas,Dallas,7117 Inwood Rd,75209,5/30/2021,16:07:44,0,0,0,0,90,90,0,(214)350-3583,https://local.tomthumb.com/tx/dallas/7117-inwood-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3392,Tom Thumb Pharmacy 2964,Pharmacy,,3070 North Goliad Street,Rockwall,Rockwall,"3070 North Goliad Street, Rockwall, TX, USA",75087,7/11/2021,16:46:59,108,0,0,0,35,143,0,(972)961-9335,
3393,Tom Thumb Pharmacy 2963,Pharmacy,,5550 Fm 423,Frisco,Denton,5550 Fm 423,75036,6/2/2021,20:21:42,100,0,0,0,45,145,0,(214) 494-6226,https://local.pharmacy.tomthumb.com/tx/frisco/5550-fm-423.html
3394,Tom Thumb Pharmacy 2643,Pharmacy,,14280 Marsh Lane,Addison,Dallas,14280 Marsh Lane,75001,6/17/2021,20:35:38,300,0,0,0,140,440,0,(972)241-4532,
3395,Tom Thumb Pharmacy 2595,Pharmacy,,3945 Legacy Drive,Plano,Collin,3945 Legacy Drive,75023,6/6/2021,16:51:47,126,0,126,0,150,276,126,(972) 491-2210,https://local.pharmacy.tomthumb.com/tx/plano/3945-legacy-dr.html
3396,Tom Thumb Pharmacy 2590,Pharmacy,,4112 N Josey,Carrollton,Denton,4112 N Josey,75007,5/31/2021,16:01:28,0,0,0,0,205,205,0,(972) 394-3980,https://local.pharmacy.tomthumb.com/tx/carrollton/4112-n-josey.html
3397,Tom Thumb Pharmacy 2581,Pharmacy,,4848 Preston Rd,Frisco,Collin,4848 Preston Rd,75034,6/4/2021,17:55:27,598,0,0,0,20,618,0,(972) 377-1812,https://local.pharmacy.tomthumb.com/tx/frisco/4848-preston-rd.html
3398,Tom Thumb Pharmacy 2578,Pharmacy,,2535 Ne Parkway,Garland,Dallas,2535 Ne Parkway,75040,5/31/2021,16:57:52,195,0,207,0,100,295,207,(972) 675-1742,https://local.pharmacy.tomthumb.com/tx/garland/2535-firewheel-pkwy.html
3399,Tom Thumb Pharmacy 2570,Pharmacy,,5968 West Parker,Plano,Collin,5968 West Parker,75093,5/31/2021,16:37:13,222,0,0,0,0,222,0,(972) 473-3311,https://local.pharmacy.tomthumb.com/tx/plano/5968-w-parker-rd.html
3400,Tom Thumb Pharmacy 2557,Pharmacy,,200 N Grand Ave,Gainesville,Cooke,200 N Grand Ave,76240,5/31/2021,15:37:32,318,210,0,0,150,678,0,(940) 665-7622,https://local.pharmacy.tomthumb.com/tx/gainesville/206-n-grand-ave.html
3401,Tom Thumb Pharmacy 2534,Pharmacy,,6333 East Mockingbird Lane,Dallas,Dallas,6333 East Mockingbird Lane,75214,7/4/2021,17:20:44,426,0,0,0,0,426,0,(214) 823-9916,https://local.pharmacy.tomthumb.com/tx/dallas/6333-e-mockingbird-ln.html
3402,Tom Thumb Pharmacy 1973,Pharmacy,,7000 Snider Plz,Dallas,Dallas,7000 Snider Plz,75205,6/20/2021,18:20:46,462,0,0,0,65,527,0,(214)346-4586,https://local.tomthumb.com/tx/dallas/7000-snider-plaza.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3403,Tom Thumb Pharmacy 1925,Pharmacy,,8805 Lakeview Pkwy,Rowlett,Dallas,8805 Lakeview Pkwy,75088,5/31/2021,17:24:11,264,0,0,0,40,304,0,(214) 607-0546,https://local.pharmacy.tomthumb.com/tx/rowlett/8805-lakeview-pkwy.html
3404,Tom Thumb Pharmacy 1789,Pharmacy,,101 Trophy Lake Dr,Roanoke,Denton,101 Trophy Lake Dr,76262,5/31/2021,17:53:02,288,0,0,0,30,318,0,(817) 490-6968,https://local.pharmacy.tomthumb.com/tx/trophy-club/101-trophy-lake-dr.html
3405,Tom Thumb Pharmacy 1788,Pharmacy,,7801 Alma,Plano,Collin,7801 Alma,75025,7/10/2021,18:13:57,294,0,294,0,60,354,294,(972) 527-0970,https://local.pharmacy.tomthumb.com/tx/plano/7801-alma-dr.html
3406,Tom Thumb Pharmacy 1786,Pharmacy,,4215 S Carrier Pkwy,Grand Prairie,Dallas,4215 S Carrier Pkwy,75052,7/18/2021,17:35:49,234,14,234,0,35,283,234,(972) 266-7056,https://local.pharmacy.tomthumb.com/tx/grand-prairie/4215-s-carrier-pkwy.html
3407,Tom Thumb Pharmacy 1783,Pharmacy,,2645 Arapaho,Garland,Dallas,2645 Arapaho,75044,7/5/2021,20:46:01,372,0,0,0,85,457,0,(972) 495-9815,https://local.pharmacy.tomthumb.com/tx/garland/2645-arapaho-rd.html
3408,Tom Thumb Pharmacy 1540,Pharmacy,,3757 Forest Ln,Dallas,Dallas,3757 Forest Ln,75244,5/31/2021,17:07:19,93,0,225,0,320,413,225,(972) 241-7442,https://local.pharmacy.tomthumb.com/tx/dallas/3757-forest-ln.html
3409,Randalls Pharmacy 3067,Pharmacy,,5161 San Felipe,Houston,Harris,5161 San Felipe,77056,5/31/2021,17:13:26,60,10,30,20,30,100,50,(713)964-3154,https://local.randalls.com/tx/houston/5161-san-felipe-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3410,Randalls Pharmacy 2987,Pharmacy,,5145 N Fm 620 Rd,Austin,Travis,5145 N Fm 620 Rd,78732,5/31/2021,16:49:17,0,0,126,0,0,0,126,(512) 266-1392,https://local.pharmacy.randalls.com/tx/austin/5145-n-fm-620-rd.html
3411,Randalls Pharmacy 2670,Pharmacy,,1890 Fm 359 Rd,Richmond,Fort Bend,1890 Fm 359 Rd,77406,5/31/2021,16:32:06,180,60,0,0,425,665,0,(281) 238-9790,https://local.pharmacy.randalls.com/tx/richmond/1890-fm-359-rd.html
3412,Randalls Pharmacy 2484,Pharmacy,,5721 Williams Dr,Georgetown,Williamson,5721 Williams Dr,78633,5/31/2021,15:51:49,126,300,0,0,180,606,0,(512) 942-6400,https://local.pharmacy.randalls.com/tx/georgetown/5721-williams-dr.html
3413,Randalls Pharmacy 2481,Pharmacy,,1500 W 35th St,Austin,Travis,"1500 West 35th Street, Austin, TX, USA",78703,6/10/2021,18:47:41,228,140,0,0,85,453,0,(512)458-5182,
3414,Randalls Pharmacy 2480,Pharmacy,,6600 MoPac Expressway,Austin,Travis,"6600 MoPac Expressway, Austin, TX, USA",78749,5/31/2021,16:11:01,120,65,78,75,170,355,153,(512)891-4360,
3415,Randalls Pharmacy 2477,Pharmacy,,3300 Bee Caves Rd,West Lake Hills,Travis,"3300 Bee Cave Rd, West Lake Hills, TX, USA",78746,6/7/2021,17:01:50,145,40,0,0,640,825,0,(512)329-7408,
3416,Randalls Pharmacy 2475,Pharmacy,,5311 Balcones Dr,Austin,Travis,5311 Balcones Dr,78731,5/31/2021,16:38:21,174,70,0,0,340,584,0,(512)302-2504,https://local.randalls.com/tx/austin/5311-balcones-dr.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3417,Randalls Pharmacy 2051,Pharmacy,,2951 Marina Bay Drive,League City,Galveston,2951 Marina Bay Drive,77573,6/4/2021,19:07:21,180,100,0,0,45,325,0,(281)538-2504,https://local.randalls.com/tx/league-city/2951-marina-bay-dr-suite-b.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3418,Randalls Pharmacy 1858,Pharmacy,,10228 Broadway,Pearland,Brazoria,10228 Broadway,77584,6/7/2021,19:52:07,216,20,0,0,150,386,0,(281)504-0285,https://local.randalls.com/tx/pearland/10228-w-broadway-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3419,Randalls Pharmacy 1850,Pharmacy,,9911 Brodie Ln,Austin,Travis,"9911 Brodie Lane, Austin, TX, USA",78748,5/31/2021,16:51:27,0,140,0,0,130,270,0,(512)280-1201,
3420,Randalls Pharmacy 1779,Pharmacy,,2303 Ranch Road 620,Austin,Travis,2303 Ranch Road 620,78734,6/16/2021,19:54:47,120,80,0,0,55,255,0,(512) 263-3105,https://local.pharmacy.randalls.com/tx/lakeway/2301-ranch-rd-620-s.html
3421,Randalls Pharmacy 1066,Pharmacy,,12850 Memorial Drive,Houston,Harris,12850 Memorial Drive,77024,5/31/2021,18:54:15,4932,30,0,0,125,5087,0,(713) 365-6704,https://local.pharmacy.randalls.com/tx/houston/12850-memorial-dr.html
3422,Randalls Pharmacy 1061,Pharmacy,,3131 W Holcombe Blvd,Houston,Harris,3131 W Holcombe Blvd,77025,5/31/2021,16:16:13,162,0,12,0,0,162,12,(713) 349-2160,https://local.pharmacy.randalls.com/tx/houston/3131-w-holcombe-blvd.html
3423,Randalls Pharmacy 1041,Pharmacy,,4800 W Bellfort St,Houston,Harris,4800 W Bellfort St,77035,6/7/2021,18:31:55,126,80,0,0,110,316,0,(713)721-0052,https://local.randalls.com/tx/houston/4800-w-bellfort.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
3424,Randalls Pharmacy 1011,Pharmacy,,14610 Memorial Dr,Houston,Harris,"14610 Memorial Drive, Houston, TX, USA",77079,6/7/2021,20:07:03,54,10,0,0,1410,1474,0,(281)589-3600,
3425,Albertsons Pharmacy 4294,Pharmacy,,210 W Katherine P Raines,Cleburne,Johnson,210 W Katherine P Raines,76033,6/19/2021,17:32:04,312,0,0,0,45,357,0,(817) 641-6030,http://www.albertsons.com/pharmacy/
3426,Albertsons Pharmacy 4290,Pharmacy,,480 NW Pkwy St,Azle,Tarrant,"480 Northwest Parkway Street, Azle, TX, USA",76020,7/26/2021,18:36:19,10,0,10,0,0,10,10,,
3427,Albertsons Pharmacy 4286,Pharmacy,,6700 West Freeway,Fort Worth,Tarrant,6700 West Freeway,76116,6/18/2021,19:54:54,87,0,87,0,65,152,87,(817) 377-8078,
3428,Albertsons Pharmacy 4277,Pharmacy,,3525 Sycamore School Rd,Fort Worth,Tarrant,"3525 Sycamore School Road, Fort Worth, TX, USA",76133,7/26/2021,19:45:43,42,0,0,0,0,42,0,,
3429,Albertsons Pharmacy 4265,Pharmacy,,5710 Broadway Blvd,Garland,Dallas,5710 Broadway Blvd,75043,7/1/2021,20:37:38,46,0,200,0,145,191,200,(972) 240-7438,https://local.pharmacy.albertsons.com/tx/garland/5710-broadway-blvd.html
3430,Albertsons Pharmacy 4231,Pharmacy,,215 N Carrier Parkway,Grand Prairie,Dallas,"215 North Carrier Parkway, Grand Prairie, TX, USA",75050,7/6/2021,20:32:09,0,0,324,135,210,210,459,(972) 642-8888,
3431,Albertsons Pharmacy 4223,Pharmacy,,9300 Clifford St,Fort Worth,Tarrant,"9300 Clifford Street, Fort Worth, TX, USA",76108,6/3/2021,19:03:01,0,0,336,0,105,105,336,(817) 246-4909,
3432,Albertsons Pharmacy 4191,Pharmacy,,4351 Farm to Market Road 2181,Corinth,Denton,"4351 Farm to Market Road 2181, Corinth, TX, USA",76210,6/2/2021,20:56:07,156,0,156,0,70,226,156,(940) 321-4361,
3433,Albertsons Pharmacy 4133,Pharmacy,,427 E Fm 1382,Cedar Hill,Dallas,427 E Fm 1382,75104,7/20/2021,19:20:56,348,0,0,0,55,403,0,(972) 291-0241,https://local.pharmacy.albertsons.com/tx/cedar-hill/427-e-fm-1382.html
3434,Albertsons Pharmacy 4124 ,Pharmacy,,7400 Oakmont Blvd,Fort Worth,Tarrant,"7400 Oakmont Blvd, Fort Worth, TX, USA",76132,7/26/2021,20:49:21,102,0,102,0,0,102,102,(817) 423-9569,
3435,Albertsons Pharmacy 4105,Pharmacy,,4625 Frankford Rd,Dallas,Collin,"4625 Frankford Rd, Dallas, TX, USA",75287,6/25/2021,21:33:50,312,0,0,0,85,397,0,(972) 732-6863,
3436,Albertsons Pharmacy 1262,Pharmacy,,1300 Airport Fwy,Bedford,Tarrant,"1300 Airport Freeway, Bedford, TX, USA",6700,6/20/2021,17:08:02,124,0,0,0,352,476,0,(817) 354-0991,
3437,Albertsons Pharmacy 0716,Pharmacy,,200 West Crawford Street,Denison,Grayson,200 West Crawford Street,75020,6/2/2021,19:55:59,336,228,0,0,120,684,0,(903) 465-6182,https://local.pharmacy.albertsons.com/tx/denison/200-w-crawford-st.html
3438,Albertsons Pharmacy 0296,Pharmacy,,6800 W Virginia Parkway,Mckinney,Collin,6800 W Virginia Parkway,75069,6/7/2021,20:08:11,246,0,0,0,140,386,0,(972) 542-0010,https://local.pharmacy.tomthumb.com/tx/mckinney/6800-w-virginia-pkwy.html
3439,Albertsons Pharmacy 0106,Pharmacy,,1155 N Main St,Euless,Tarrant,"1155 N Main St, Euless, TX, USA",3018,6/22/2021,19:46:05,360,0,360,0,95,455,360,,
3440,Clinicas Mi Doctor 24 Airline,Medical Practice,,5402 Airline Dr,Houston,Harris,5402 Airline Dr,77076,7/27/2021,7:01:35,0,0,66,0,0,0,66,(888) 776-5252,http://www.clinicasmidoctor.com/
3441,Smith Family Medicine,Community Clinic,,6th St.,Raymondville,Willacy,165 S 6th St Raymondville 78580,78580,4/30/2021,16:26:38,0,70,0,100,0,70,100,(956) 689-5506,officemanager@sfmrgv.com
3442,"Pediatric Urgent Care, PA The Woodlands",Medical Practice,,1640 Lake Woodlands Dr Suite E,The Woodlands,Montgomery,"1640 Lake Woodlands Drive, The Woodlands, TX, USA",77380,6/14/2021,9:06:13,0,360,0,200,0,360,200,,
3443,The University Of Texas At San Antonio,Other,,One Utsa Circle,San Antonio,Bexar,One Utsa Circle,78249,5/25/2021,11:20:37,0,0,0,0,210,210,0,,
3444,City of South Houston EMS,Other,,506 Georgia Avenue,South Houston,Harris,506 GEORGIA ST,77587,5/28/2021,8:20:30,0,54,0,400,0,54,400,,
3445,Kelsey Seybold Clinic Baytown,Hospital,Q,6300 Garth Rd Suite 200,Baytown,Harris,6300 Garth Rd Suite 200,77521,6/7/2021,11:24:42,144,0,0,0,1940,2084,0,(713) 442-1240,
3446,HCA HOUSTON HEALTHCARE CONROE,Hospital,Q,504 Medical Center Blvd,Conroe,Montgomery,504 Medical Center Blvd,77304,6/10/2021,9:32:55,0,0,0,110,0,0,110,(936) 539-1111,https://hcahoustonhealthcare.com/conroe?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
3447,St Marys Medi Spa,Medical Practice,,,Houston,Harris,4102 Fannin,77004,5/12/2021,10:50:47,6,7,0,0,0,13,0,,
3448,Walgreens Pharmacy 07737,Pharmacy,,3435 Lakeview Pkwy,Rowlett,Dallas,"3435 Lakeview Parkway, Rowlett, TX, USA",75089,6/10/2021,21:15:02,0,0,0,210,0,0,210,972-463-6500,https://www.walgreens.com/findcare/vaccination/covid-19
3449,Providence Family Care,Medical Practice,,21 Alpine St,Coldspring,San Jacinto,21 Alpine St,77331,6/3/2021,10:08:16,1158,150,0,190,80,1388,190,(936) 647-2227,http://www.providencephysicians-sc.com/our-practices/providence-family-medicine/providence-family-medicine-in-lexington
3450,Fort Bend Family Health Center Access Health - Brookshire,Community Clinic,,,Brookshire,Waller,533 Farm to Market 359 S.,77423,5/27/2021,10:49:47,0,0,18,200,0,0,218,281-822-4235,
3451,UT HEALTH - ATHENS,Hospital,G,2000 S Palestine St, Athens,Henderson,"2000 S Palestine St, Athens, TX, 75751",75751,6/15/2021,14:35:04,0,140,0,160,0,140,160,(903) 676-1000,
3452,Fort Bend Family Health Center Access Health - Mo City,Community Clinic,,307 Texas Pkwy,Missouri city ,FORT BEND,"307 Texas Pkwy Ste 100 Missouri City, TX 77489",77489,5/26/2021,10:18:17,0,500,0,0,0,500,0,(281) 342-4530,
3453,Medina County Health Unit,Local Health Department,,3103 Ave G,Hondo,Medina,3103 Ave G,78861,5/28/2021,8:08:08,0,180,0,450,0,180,450,,
3454,UT HEALTH - PITTSBURG,Hospital,G,2701  US Highway 271 North,Pittsburg,Camp,"2701  US Highway 271 North, Pittsburg, TX, 75686",75686,5/26/2021,13:11:29,0,50,0,60,80,130,60,(903) 946-5000,
3455,Ut Physicians Greens Clinic,Community Clinic,,550 Greens Parkway,Houston,Harris,550 Greens Parkway,77067,7/2/2021,12:43:30,0,0,0,0,40,40,0,(713) 486-5600,https://www.utphysicians.com/greens
3456,Walgreens Pharmacy 09121,Pharmacy,,,Allen,,500 E STACY RD ,75002,6/21/2021,11:31:42,6,0,0,0,0,6,0,,
3457,Express Care Pharmacy,Pharmacy,,3648 Old Denton Rd,Carrollton,Denton,3648 Old Denton Rd,75007,7/26/2021,18:58:11,0,60,0,0,0,60,0,,
3458,Hope Clinic Aldine,Community Clinic,,"3000 Aldine Mail Route Rd, 200",Houston,Harris,"3000 Aldine Mail Route Rd, 200",77039,7/6/2021,17:56:41,0,60,0,0,0,60,0,713-773-0803,
3459,Family Healthcare Associates Colleyville,Other,,,Colleyville,Tarrant,4301 Brown Trl,76034,5/28/2021,8:29:29,0,0,0,50,0,0,50,,
3460,Questcare Medical Clinics- Mckinney,Other,,W UNIVERSITY DR,Mckinney,Collin,5291 W UNIVERSITY DR MCKINNEY 75071,75071,6/7/2021,11:24:06,0,100,0,0,0,100,0,9725428464,Healthcaremedicalclinic.com
3461,Zapata County Fire Dept.,Other,,305 FM 496,Zapata,Zapata,"305 Farm to Market 496, Zapata, TX, USA",78076,5/30/2021,11:55:57,0,140,0,0,0,140,0,,
3462,Fresenius Medical Care San Antonio LLC,Other,,305 N Frio St,San Antonio,,"305 N Frio St San Antonio, TX 78207",78207,6/11/2021,11:29:03,0,0,0,0,85,85,0,,
3463,Logistics Health Incorporated,Other,,3500 Camp Bowie Blvd,Fort Worth,Tarrant,3500 Camp Bowie Boulevard,76107,7/21/2021,9:24:16,4866,12030,0,0,200,17096,0,(877)534-0319,
3464,Family Healthcare Associates N Collins St,Community Clinic,,4100 N Collins St Ste 200,Arlington,Tarrant,4100 N Collins St Ste 200 Arlington 76005,76005,5/28/2021,8:32:14,0,0,90,0,0,0,90,,
3465,Mike's Pharmacy,Federal Allocation,,501 W 2ND CLARENDON,CLARENDON,,501 W 2ND CLARENDON 79226,79226,7/13/2021,8:59:37,0,0,0,0,40,40,0,,
3466,UTHEALTH RGV Family Health,Vaccine Hub,,2810 W Expressway 83,Mercedes,Hidalgo,2810 W Expressway 83,78570,3/24/2021,19:57:39,0,0,0,0,0,0,0,(956) 296-1831,https://uthealthrgv.org/locations/uthealthrgv-knapp-family-health-center/
3467,Ut Health Rgv Employee Health Edinburg,Vaccine Hub,,1210 W Schunior St,Edinburg,Hidalgo,1210 W Schunior St,78539,5/25/2021,11:49:12,0,0,0,0,0,0,0,833-888-2268,http://www.uthealthrgv.org
3468,Family Healthcare Associates Mansfield,Other,,,Mansfield,Tarrant,3601 Highway 157 N,76063,5/28/2021,8:32:52,0,0,0,80,0,0,80,,
