,Clinic Name,Clinic Address,Clinic Suite,Clinic Address Additional,Clinic City,Clinic State,Clinic Zip Code,County Name,Number of Doses Allocated,Most Recent Order Date,Georeferenced Latitude & Longitude,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered
4167,Community Health Clinic-greensburg,218 South Maple Avenue,102,,Greensburg,Pennsylvania,15601,Westmoreland,100,4/27/2021,POINT (-79.542686 40.300958),0,100,0
4168,Cvs/pharmacy16635,200 Mill Road,,,Phoenixville,Pa,194601434,Chester,,,POINT (-75.452184 40.130659),,,
4169,Beaver Health Mart Pharmacy,533 Third St,,,Beaver,Pennsylvania,15009,Beaver,200,4/27/2021,POINT (-80.303467 40.695815),0,200,0
4170,Mccracken Pharmacy,595 East High Street,,,Waynesburg,Pennsylvania,15370,Greene,,,POINT (-80.179359 39.896359),,,
4171,Stauffers Ltc Pharmacy-new Holland 2,147 E Main St,,,New Holland,Pennsylvania,17557,Lancaster,,,POINT (-76.088241 40.102812),,,
4172,The Hometown Pharmacy-new Castle 2,2016 W State St,,,New Castle,Pennsylvania,16101,Lawrence,100,4/27/2021,POINT (-80.379022 41.006967),0,100,0
4173,Cvs/pharmacy01687,404 N. Logan Blvd.,,,Burnham,Pennsylvania,17009,Mifflin,,,POINT (-77.570825 40.632789),,,
4174,Vdi-ferri Pharmacy,3907 Old William Penn Hwy,,,Murrysville,Pennsylvania,15668,Westmoreland,,,POINT (-79.697239 40.428342),,,
4175,Rite Aid Store #10991,1730 Wilmington Road,,,New Castle,Pennsylvania,16105,Lawrence,,,POINT (-80.354376 41.018895),,,
4176,Cvs/pharmacy01920,833 Bowman Street,,,Lebanon,Pennsylvania,17046,Lebanon,,,POINT (-76.3972 40.345125),,,
4177,Modnurx Inc Pharmacy,4495 Lincoln Way West,,,Saint Thomas,Pennsylvania,17252,Franklin,,,POINT (-77.745761 39.926402),,,
4178,Weis Pharmacy-22,313-337 W. Bald Eagle Street,,,Lock Haven,Pa,17745,Clinton,,,POINT (-77.452987 41.133538),,,
4179,Sav-on Pharmacy-upper Darby,State Rd & Lansdowne Ave,,,Upper Darby,Pennsylvania,19082,Delaware,,,POINT (-75.287708 39.959335),,,
4180,Yocums Pharmacy Inc,1749 E Broad St,,,Hazleton,Pennsylvania,18201,Luzerne,,,POINT (-75.949637 40.940947),,,
4181,Comm Health and Dental-robinson St,351 W Schuylkill Ave,G-15,,Pottstown,Pennsylvania,19465,Chester,300,4/27/2021,POINT (-75.662171 40.233362),0,300,0
4182,Giant Pharmacy-6051,141 East Swedesford Road,,,Exton,Pa,19341,Chester,,,POINT (-75.62932 40.033335),,,
4183,Rite Aid Store #01589,6375 Library Road,,,South Park,Pennsylvania,15129,Allegheny,,,POINT (-80.027687 40.289726),,,
4184,Tops Pharmacy-672,525 North Fraley Street,,,Kane,Pennsylvania,16735,Mckean,,,POINT (-78.813285 41.669362),,,
4185,Sams Club Store #6575,249 Summit Park Dr,,,Pittsburgh,Pennsylvania,15275,Allegheny,,,POINT (-80.176257 40.449701),,,
4186,Cvs/pharmacy00958,45 Cheltenham Avenue,,,Cheltenham,Pennsylvania,19012,Montgomery,,,POINT (-75.117442 40.050473),,,
4187,Walgreens Store # 3255,1319 Hanover Ave.,,,Allentown,Pennsylvania,18109,Lehigh,,,POINT (-75.434206 40.618473),,,
4188,Cvs/pharmacy00820,1457 8th Ave,,,Bethlehem,Pennsylvania,18018,Lehigh,,,POINT (-75.395367 40.632417),,,
4189,Rite Aid Store #06740,3106 E Pleasant Valley Blvd,,,Altoona,Pennsylvania,16601,Blair,,,POINT (-78.321477 40.59662),,,
4190,Rite Aid Store #10926,1222 Brownsville Rd,,,Pittsburgh,Pennsylvania,15210,Allegheny,,,POINT (-79.989946 40.403366),,,
4191,Rite Aid Store #01549,630 Main St.,,,Portage,Pennsylvania,15946,Cambria,,,POINT (-78.672874 40.386862),,,
4192,Walmart Store #5470,6716 Towne Center Blvd,,,Huntingdon,Pennsylvania,16652,Huntingdon,,,POINT (-78.042484 40.490231),,,
4193,Rite Aid Store #11158,160 North Gulph Road Ste1088,,,King of Prussia,Pennsylvania,19406,Montgomery,,,POINT (-75.391771 40.085626),,,
4194,Walgreens Store # 10894,280 New Castle Rd.,,,Butler,Pennsylvania,16001,Butler,,,POINT (-79.939763 40.87299),,,
4195,Cwc-costco Pharmacy 01103,100 Veterans Way,,,Warminster,Pennsylvania,18974,Bucks,,,POINT (-75.078638 40.198431),,,
4196,Minnichs Pharmacy,976 S. George St,,,York,Pennsylvania,17403,York,,,POINT (-76.720984 39.947453),,,
4197,Rite Aid Store #11006,105 West Main Street,,,North East,Pennsylvania,16428,Erie,,,POINT (-79.841387 42.214046),,,
4198,Brockie Pharmatech at Langhorne,275 N Pine St,,,Langhorne,Pennsylvania,19047,Bucks,,,POINT (-74.91855 40.180465),,,
4199,Upmc-northwest,100 Fairfield Drive,,,Seneca,Pennsylvania,16346,Venango,1170,4/27/2021,POINT (-79.707926 41.360026),1170,0,0
4200,Upmc-st Margaret Hospital,815 Freeport Road,,,Pittsburgh,Pennsylvania,15215,Allegheny,1500,4/27/2021,POINT (-79.896038 40.487472),0,1500,0
4201,Norristown Hlth Cntr-montgomery County,1430 Dekalb Street,,2nd Floor,Norristown,Pennsylvania,19404,Montgomery,5850,4/27/2021,POINT (-75.332915 40.123731),5850,0,0
4202,Walgreens Store # 11056,51 Baltimore Pike,,,Glen Mills,Pennsylvania,19342,Delaware,,,POINT (-75.486482 39.897101),,,
4203,Hersheycare Pharmacy,475 W Governor Road Ste #2,,,Hershey,Pennsylvania,17033,Dauphin,,,POINT (-76.661173 40.271712),,,
4204,Cvs/pharmacy05533,6050 Sterner's Way,,,Bethlehem,Pennsylvania,18017,Northampton,,,POINT (-75.388178 40.682811),,,
4205,Sams Club Store #4859,200 Moraine Pointe Plz,,,Butler,Pennsylvania,16001,Butler,,,POINT (-79.951945 40.877804),,,
4206,Span and Taylor Drug Co,175 W Main Street,,,Monongahela,Pennsylvania,15063,Washington,,,POINT (-79.924233 40.20142),,,
4207,Ahn-canonsburg Hospital,100 Medical Blvd,,,Canonsburg,Pennsylvania,15317,Washington,1170,4/27/2021,POINT (-80.190434 40.248477),1170,0,0
4208,Weis Pharmacy-155,3236 Route 940,Suite 116,,Mount Pocono,Pa,18344,Monroe,,,POINT (-75.374456 41.12204),,,
4209,Rite Aid Store #02545,1001 Jefferson Avenue,,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.264616 40.182611),,,
4210,Wellspan Gettysburg Hospital,Pharmacy,,147 Gettys Street,Gettysburg,Pennsylvania,17325,Adams,2340,4/27/2021,,2340,0,0
4211,Rite Aid Store #11030,577 South Main Street,,,Shrewsbury,Pennsylvania,17361,York,,,POINT (-76.677526 39.753211),,,
4212,Walgreens Store # 6837,699 W. Germantown Pike,,,Norristown,Pennsylvania,19403,Montgomery,,,POINT (-75.347869 40.152051),,,
4213,Mainline Pharmacy-hastings,317 Beaver St.,,,Hastings,Pennsylvania,16646,Cambria,1170,4/27/2021,POINT (-78.712152 40.665551),1170,0,0
4214,Wellspan Good Samaritan Hospital,252 S 4th Street,,,Lebanon,Pennsylvania,17042,Lebanon,2340,4/27/2021,POINT (-76.41735 40.336018),2340,0,0
4215,Aston Pharmacy Home Health Center,10 Scheivert Ave,,,Aston,Pennsylvania,19014,Delaware,,,POINT (-75.41769 39.8643),,,
4216,Rite Aid Store #02591,670 Philadelphia Avenue,,,Reading,Pennsylvania,19607,Berks,,,POINT (-75.948321 40.298114),,,
4217,Weis Pharmacy-39,3644 Macarthur Road,,,Whitehall,Pa,18052,Lehigh,,,POINT (-75.51111 40.663853),,,
4218,Giant Pharmacy-6120,255 Cumberland Parkway,,,Mechanicsburg,Pa,17055,Cumberland,,,POINT (-76.982548 40.193781),,,
4219,Cvs/pharmacy01237,41 West Eagle Road,,,Havertown,Pennsylvania,19083,Delaware,,,POINT (-75.312726 39.986807),,,
4220,Rite Aid Store #04840,1000 North Church Street,,,Hazleton,Pennsylvania,18201,Luzerne,,,POINT (-75.978044 40.973194),,,
4221,Cvs/pharmacy 10694,141 West Lincoln Hwy,,,Exton,Pennsylvania,19341,Chester,,,POINT (-75.630836 40.027642),,,
4222,Walmart Store #1640,1665 N Atherton St,,,State College,Pennsylvania,16803,Centre,,,POINT (-77.89679 40.808136),,,
4223,Giant Eagle Pharmacy-32,4810 Old William Penn Hwy,,,Export,Pennsylvania,15632,Westmoreland,,,POINT (-79.662289 40.423604),,,
4224,Rite Aid Store #17783,7036 Wertzville Road,,,Mechanicsburg,Pennsylvania,17050,Cumberland,,,POINT (-77.049427 40.283218),,,
4225,Giant Eagle Pharmacy-2405,999 N. Eighty Eight Road,,,Rices Landing,Pennsylvania,15357,Greene,,,POINT (-80.013842 39.943306),,,
4226,Weis Pharmacy-131,3885 Union Deposit Road,,,Harrisburg,Pa,17109,Dauphin,,,POINT (-76.824615 40.27828),,,
4227,Rite Aid Store #10917,4111 William Penn Hwy.,,,Monroeville,Pennsylvania,15146,Allegheny,,,POINT (-79.767835 40.438831),,,
4228,Giant Pharmacy-6045,849 West Baltimore Pike,,,West Grove,Pa,19390,Chester,,,POINT (-75.875122 39.824105),,,
4229,Cvs/pharmacy01617,50 Bridge St,,,Tunkhannock,Pennsylvania,18657,Wyoming,,,POINT (-75.947604 41.536845),,,
4230,Cvs/pharmacy06916,560 Old York Road,,,New Cumberland,Pennsylvania,17070,Cumberland,,,POINT (-76.832458 40.176946),,,
4231,Rite Aid Store #00223,452 South Lehigh Avenue,,,Frackville,Pennsylvania,17931,Schuylkill,,,POINT (-76.228145 40.778917),,,
4232,Rite Aid Store #06739,1365 Logan Avenue,,,Tyrone,Pennsylvania,16686,Blair,,,POINT (-78.237732 40.67559),,,
4233,Rite Aid Store #11016,24 East Avenue,,,Wellsboro,Pennsylvania,16901,Tioga,,,POINT (-77.296576 41.748557),,,
4234,Giant Eagle Pharmacy-4038,4265 Buffalo Rd,,,Erie,Pennsylvania,16510,Erie,,,POINT (-80.005812 42.144819),,,
4235,Walmart Store #3252,605 Conchester Hwy,,,Boothwyn,Pennsylvania,19061,Delaware,,,POINT (-75.449791 39.850205),,,
4236,Walmart Store #4404,50 Newberry Pkwy,,,Etters,Pennsylvania,17319,York,,,POINT (-76.813254 40.149682),,,
4237,Giant Pharmacy-6065,1360 Columbia Avenue,,,Lancaster,Pa,17603,Lancaster,,,POINT (-76.340701 40.038209),,,
4238,Cvs/pharmacy05749,1845 Mcclellandtown Road,,,Masontown,Pennsylvania,15461,Fayette,,,POINT (-79.893069 39.866646),,,
4239,Wegmans Pharmacy #097,5000 Wegmans Drive,,,Bethlehem (part-lehigh),Pennsylvania,18017,Northampton,,,POINT (-75.38801 40.665563),,,
4240,Burns Pharmacy,82 N Pennsylvania Ave,,,Morrisville,Pennsylvania,19067,Bucks,200,4/27/2021,POINT (-74.776635 40.209881),0,200,0
4241,Sams Club Store #8160,5314 Allentown Pike,,,Temple,Pennsylvania,19560,Berks,,,POINT (-75.924069 40.412416),,,
4242,Walgreens Store # 9674,133 W. 8th Ave.,,,Homestead,Pennsylvania,15120,Allegheny,,,POINT (-79.912842 40.405519),,,
4243,Cvs/pharmacy01587,202 4th St.,,,Honesdale,Pennsylvania,18431,Wayne,,,POINT (-75.25309 41.568698),,,
4244,Cvs/pharmacy05093,100 Market Street,,,Warren,Pennsylvania,16365,Warren,,,POINT (-79.145139 41.844114),,,
4245,Rite Aid Store #01668,700 Sharon New Castle Rd.,,,Farrell,Pennsylvania,16121,Mercer,,,POINT (-80.480292 41.212715),,,
4246,Giant Eagle Pharmacy-6379,420 E. Waterfront Drive,,,Homestead,Pennsylvania,15120,Allegheny,,,POINT (-79.909505 40.412667),,,
4247,Rite Aid Store #10914,1700 Pine Hollow Road,,,Mc Kees Rocks,Pennsylvania,15136,Allegheny,,,POINT (-80.096788 40.475305),,,
4248,Rite Aid Store #00923,1860 Brownsville Road,,,Trevose,Pennsylvania,19053,Bucks,,,POINT (-74.973284 40.153351),,,
4249,Cvs/pharmacy02115,1332 Main St.,,,Hellertown,Pennsylvania,18055,Northampton,,,POINT (-75.340896 40.588303),,,
4250,Walmart Store #1823,495 Eisenhower Dr,,,Hanover,Pennsylvania,17331,York,,,POINT (-76.978492 39.825157),,,
4251,Walmart Store #1820,1 Hilltop Plz,,,Kittanning,Pennsylvania,16201,Armstrong,,,POINT (-79.541205 40.814618),,,
4252,Cvs/pharmacy16616,2250 Chemical Rd,,,Plymouth Meeting,Pa,194621716,Montgomery,,,POINT (-75.293428 40.100803),,,
4253,Cvs/pharmacy03999,401 Chestnut Street,,,Carnegie,Pennsylvania,15106,Allegheny,,,POINT (-80.084288 40.412458),,,
4254,Wegmans Pharmacy #126,100 Applied Bank Blvd.,,,Glen Mills,Pa,19342,Delaware,,,POINT (-75.541455 39.87534),,,
4255,Rite Aid Store #02264,2722 West 9th Street,,,Chester,Pennsylvania,19013,Delaware,,,POINT (-75.394803 39.836063),,,
4256,Rite Aid Store #01398,1 East High Street,,,Union City,Pennsylvania,16438,Erie,,,POINT (-79.845023 41.899611),,,
4257,Giant Pharmacy-6055,325 W Freedom Avenue,Ste 150,,Burnham,Pennsylvania,17009,Mifflin,,,POINT (-77.575048 40.629038),,,
4258,Weis Pharmacy-192,725 Columbia Blvd.,,,Bloomsburg,Pa,17815,Columbia,,,POINT (-76.443344 41.002738),,,
4259,Weis Pharmacy-205,2 Anthra Plaza,,,Coal Township,Pa,17866,Northumberland,,,POINT (-76.521088 40.789586),,,
4260,Rite Aid Store #11069,1777 North Keyser Avenue,,,Scranton,Pennsylvania,18508,Lackawanna,,,POINT (-75.667881 41.44532),,,
4261,Giant Pharmacy-6463,173 Holly Road,,,Gilbertsville,Pa,19525,Montgomery,,,POINT (-75.620261 40.334647),,,
4262,Rite Aid Store #01448,412 Broadway Street,,,Coraopolis,Pennsylvania,15108,Allegheny,,,POINT (-80.161093 40.516553),,,
4263,Sav-on Pharmacy #2876,1067 West Baltimore Pike,,,Media,Pennsylvania,19063,Delaware,,,POINT (-75.42909 39.914537),,,
4264,Cvs/pharmacy02040,2193 York Road,,,Jamison,Pennsylvania,18929,Bucks,,,POINT (-75.089321 40.254311),,,
4265,Vdi-lewisburg Pharmacy,50 N 2nd St,,,Lewisburg,Pennsylvania,17837,Union,,,POINT (-76.884686 40.966059),,,
4266,The Medicine Shoppe-york,1698 S Queen St,,,York,Pennsylvania,17403,York,,,POINT (-76.705379 39.942899),,,
4267,Rite Aid Store #01543,1212 Second Street,,,Cresson,Pennsylvania,16630,Cambria,,,POINT (-78.591697 40.459863),,,
4268,Vdi-depietros Pharmacy,617 3rd Street,,,Dunmore,Pennsylvania,18512,Lackawanna,300,4/27/2021,POINT (-75.634095 41.415683),0,300,0
4269,Sluhn-monroe,100 St. Lukes Lane,,,Stroudsburg,Pennsylvania,18360,Monroe,1170,4/27/2021,POINT (-75.261786 40.997966),1170,0,0
4270,Rite Aid Store #10962,575 Morgantown Road,,,Uniontown,Pennsylvania,15401,Fayette,,,POINT (-79.73588 39.884464),,,
4271,Rite Aid Store #01902,2067 Route 116,,,Spring Grove,Pennsylvania,17362,York,,,POINT (-76.861319 39.885647),,,
4272,Nickmans Drug 149,1238 National Pike,,,Hopwood,Pennsylvania,15445,Fayette,,,POINT (-79.699587 39.874089),,,
4273,Wegmans Pharmacy #076,1315 Cold Spring Road,,,Scranton,Pennsylvania,18508,Lackawanna,,,,,,
4274,Rite Aid Store #02267,452 Pond Street,,,Bristol,Pennsylvania,19007,Bucks,,,POINT (-74.85467 40.099459),,,
4275,Cvs/pharmacy04091,7406 Church Street,,,Swissvale,Pennsylvania,15218,Allegheny,,,POINT (-79.889289 40.422345),,,
4276,Cvs/pharmacy04051,1740 Washington Rd,,,Pittsburgh,Pennsylvania,15241,Allegheny,,,POINT (-80.054685 40.347269),,,
4277,Cornerstone Coordinated Health Care Llc,40 West Frack Street,,,Frackville,Pennsylvania,17931,Schuylkill,100,4/27/2021,POINT (-76.232047 40.784801),0,100,0
4278,Walmart Store #1537,1270 York Rd,,,Gettysburg,Pennsylvania,17325,Adams,,,POINT (-77.201265 39.844025),,,
4279,Cvs Pharmacy # 1608,220 Main Street,,,Watsontown,Pennsylvania,17777,Northumberland,,,POINT (-76.862305 41.083143),,,
4280,Riccio Family Pharmacy,2217 Bristol Pike,2,,Bensalem,Pennsylvania,19020,Bucks,,,POINT (-74.950644 40.077534),,,
4281,The Hometown Pharmacy-dierkens,100 E Main St,,,Monongahela,Pennsylvania,15063,Washington,,,POINT (-79.921912 40.199775),,,
4282,Squirrel Hill Health Center,4516 Browns Hill Road,,,Pittsburgh,Pennsylvania,15217,Allegheny,200,4/27/2021,POINT (-79.925819 40.416702),0,200,0
4283,Sav-on Pharmacy #721,785 Starr St,,,Phoenixville,Pennsylvania,19460,Chester,,,POINT (-75.508901 40.123245),,,
4284,Custom Care Pharmacy-milton-ltcf,59 S. Front St.,,,Milton,Pennsylvania,17847,Northumberland,,,POINT (-76.855748 41.01893),,,
4285,Cvs/pharmacy01908,327 Woodlawn Avenue,,,Bethlehem,Pennsylvania,18018,Lehigh,,,POINT (-75.368112 40.633299),,,
4286,Millersburg Pharmacy Inc,242 Market Street,,,Millersburg,Pennsylvania,17061,Dauphin,,,POINT (-76.961391 40.539661),,,
4287,Cvs/pharmacy02507,3943 Route 309,,,Schnecksville,Pennsylvania,18078,Lehigh,,,POINT (-75.600195 40.655181),,,
4288,Spartan Pharmacy,3526 Brownsville Road,,,Pittsburgh,Pennsylvania,15227,Allegheny,2270,4/27/2021,POINT (-79.975566 40.37412),1170,1100,0
4289,Langhorne Pharmacy,172 N Pine Street,,,Langhorne,Pennsylvania,19047,Bucks,,,POINT (-74.918009 40.178405),,,
4290,Cvs/pharmacy03799,929 Dekalb Pike,,,Blue Bell,Pennsylvania,19422,Montgomery,,,POINT (-75.291631 40.165692),,,
4291,Walgreens Store # 19871,100 W Hartford St,,,Milford,Pennsylvania,18337,Pike,,,POINT (-74.803857 41.32236),,,
4292,Weis Pharmacy-88,1643 Manheim Pike,,,Lancaster,Pa,17601,Lancaster,,,POINT (-76.341616 40.082647),,,
4293,Walgreens Store # 7425,890 W. Main St.,,,Lansdale,Pennsylvania,19446,Montgomery,,,POINT (-75.294706 40.248128),,,
4294,Sluhhn-miners,360 W. Ruddle St,,,Coaldale,Pennsylvania,18218,Schuylkill,900,4/27/2021,POINT (-75.914152 40.821619),0,900,0
4295,Rite Aid Store #03610,1786-i Columbia Avenue,,,Columbia,Pennsylvania,17512,Lancaster,,,POINT (-76.475514 40.031854),,,
4296,Cvs/pharmacy01074,870 E Baltimore Pike,,,Kennett Square,Pennsylvania,19348,Chester,,,POINT (-75.680376 39.862614),,,
4297,Btamc Pediatric and Fam Hlth Care Center,6678 Towne Center Blvd,6678,,Huntingdon,Pennsylvania,16652,Huntingdon,100,4/27/2021,POINT (-78.043901 40.492678),0,100,0
4298,St Marys Pharmacy,4 Railroad Street,,,Saint Marys,Pennsylvania,15857,Elk,300,4/27/2021,POINT (-78.561071 41.427667),0,300,0
4299,Giant Pharmacy-6074,3015 W Emaus Ave,,,Allentown,Pennsylvania,18103,Lehigh,,,POINT (-75.481717 40.557741),,,
4300,Rite Aid Store #11109,1 Summit Square,A,,Langhorne,Pennsylvania,19047,Bucks,,,POINT (-74.929394 40.216562),,,
4301,Rite Aid Store #11002,1020 Liberty Street,,,Franklin,Pennsylvania,16323,Venango,,,POINT (-79.825716 41.393751),,,
4302,Rite Aid Store #00857,169 West Lancaster Avenue,,,Ardmore,Pennsylvania,19003,Delaware,,,POINT (-75.294546 40.009665),,,
4303,Lords Valley Village Pharmacy Inc,658 Rt 739,5,,Hawley (part-wayne),Pennsylvania,18428,Pike,600,4/27/2021,POINT (-75.04891 41.349715),0,600,0
4304,Waltmire Pharmacy,1435 Spring Garden Ave,,,Pittsburgh,Pennsylvania,15212,Allegheny,,,POINT (-79.986847 40.462784),,,
4305,Weis Pharmacy-159,1070 N. Ninth Street,,,Stroudsburg,Pa,18360,Monroe,,,POINT (-75.21832 40.989153),,,
4306,Aria Health-bucks,380 N Oxford Valley Road,,,Langhorne,Pennsylvania,19047,Bucks,1170,4/27/2021,POINT (-74.870364 40.183428),1170,0,0
4307,Cambridge Springs Pharmacy,227 S.main St.,,,Cambridge Springs,Pennsylvania,16403,Crawford,,,POINT (-80.057431 41.803438),,,
4308,Heritage Valley Health System-beaver,1000 Dutch Ridge Road,,,Beaver,Pennsylvania,15009,Beaver,4680,4/27/2021,POINT (-80.324352 40.710345),4680,0,0
4309,Rite Aid Store #07880,277 Dekalb Pike,,,North Wales,Pennsylvania,19454,Montgomery,,,POINT (-75.24882 40.222873),,,
4310,Walmart Store #5888,3400 Hartzdale Dr,,,Camp Hill,Pennsylvania,17011,Cumberland,,,POINT (-76.925736 40.224847),,,
4311,Weis Pharmacy-94,901 E. Main St.,Suite 25,,Palmyra,Pa,17078,Lebanon,,,POINT (-76.583724 40.313395),,,
4312,Rite Aid Store #02433,813 Third Avenue,,,New Brighton,Pennsylvania,15066,Beaver,,,POINT (-80.313854 40.734676),,,
4313,East Shore Pharmacy,2723 Agate Street,,,Harrisburg,Pennsylvania,17110,Dauphin,500,4/27/2021,POINT (-76.893998 40.29089),0,500,0
4314,Rite Aid Store #04260,4299 Union Deposit Road,,,Harrisburg,Pennsylvania,17111,Dauphin,,,POINT (-76.814476 40.27901),,,
4315,Andrew Browns Drug Store,1502 Pittston Ave,,,Scranton,Pennsylvania,18505,Lackawanna,,,POINT (-75.673721 41.391428),,,
4316,Cvs/pharmacy07239,3 South Pennell Road,,,Media,Pennsylvania,19063,Delaware,,,POINT (-75.439728 39.911593),,,
4317,Rite Aid Store #04616,208 East Central Avenue,,,Titusville,Pennsylvania,16354,Crawford,,,POINT (-79.671385 41.627117),,,
4318,The Medicine Shoppe,100 Hazle Street,,,Wilkes Barre,Pennsylvania,18702,Luzerne,,,POINT (-75.891345 41.238396),,,
4319,Cvs/pharmacy05011,9 Main St.,,,Wellsboro,Pennsylvania,16901,Tioga,,,POINT (-77.298176 41.750466),,,
4320,Ahn Forbes Hospital,Pharmacy,,2570 Haymaker Road,Monroeville,Pennsylvania,15146,Allegheny,1170,4/27/2021,,1170,0,0
4321,Cvs Pharmacy # 5103,1003 California Avenue,,,Natrona Heights,Pennsylvania,15065,Allegheny,,,POINT (-79.732474 40.61858),,,
4322,Giant Pharmacy-6518,2350 Susquehanna Road,,,Roslyn,Pa,19001,Montgomery,,,POINT (-75.134547 40.12179),,,
4323,Fpc-harrisburg Commerce St Fam Prac Ctr,2850 Commerce Drive,300,,Harrisburg,Pennsylvania,17110,Dauphin,500,4/27/2021,POINT (-76.836167 40.312139),0,500,0
4324,Ahold Usa-giant Pharmacy 6011,2450 Chemical Road,,,Plymouth Meeting,Pa,19462,Montgomery,,,POINT (-75.292326 40.101766),,,
4325,Rite Aid Store #00291,345 West Broad Street,,,Quakertown,Pennsylvania,18951,Bucks,,,POINT (-75.338009 40.4415),,,
4326,Rite Aid Store #11115,547 West Trenton Avenue,,,Morrisville,Pennsylvania,19067,Bucks,,,POINT (-74.79419 40.211306),,,
4327,Choice Critical Care Rx Llc,330 North Avenue,,,East Berlin,Pennsylvania,17316,Adams,,,POINT (-76.980844 39.939258),,,
4328,Cvs Pharmacy #11422,177 Erie Boulevard,,,Susquehanna,Pennsylvania,18847,Susquehanna,,,POINT (-75.606875 41.945461),,,
4329,Giant Eagle Pharmacy-69,9001 Frankstown Road,,,Pittsburgh,Pennsylvania,15235,Allegheny,,,POINT (-79.864919 40.461405),,,
4330,Walmart Store #3429,2901 Market St,,,Warren,Pennsylvania,16365,Warren,,,POINT (-79.14957 41.881165),,,
4331,Rite Aid Store #11153,1535 West Chester Pike,,,West Chester,Pennsylvania,19382,Chester,,,POINT (-75.526137 39.966798),,,
4332,Cvs/pharmacy 16604,1495 Old York Rd,,,Abington,Pennsylvania,19001,Montgomery,,,POINT (-75.117255 40.125404),,,
4333,Rite Aid Store #00232,5035 Lincoln Way East,,,Fayetteville,Pennsylvania,17222,Franklin,,,POINT (-77.551076 39.907786),,,
4334,Walmart Store #2588,100 Walmart Dr,,,North Versailles,Pennsylvania,15137,Allegheny,,,POINT (-79.82282 40.386483),,,
4335,Upmc-pinnacle Harrisburg,Rx Dept,,111 S Front St,Harrisburg,Pennsylvania,17101,Dauphin,2000,4/27/2021,,0,2000,0
4336,Rite Aid Store #11036,1913 East 3rd Street,,,Williamsport,Pennsylvania,17701,Lycoming,,,POINT (-76.963834 41.248756),,,
4337,Giant Eagle Pharmacy-60,4010 Monroeville Boulevard,,,Monroeville,Pennsylvania,15146,Allegheny,,,POINT (-79.771947 40.435921),,,
4338,Shoprite #414,921 Drinker Turnpike,24,,Covington Twp,Pennsylvania,18444,Lackawanna,,,,,,
4339,Ahold Usa-giant Pharmacy 6278,3400 Concord Road,,,Aston,Pa,19014,Delaware,,,POINT (-75.424886 39.867066),,,
4340,Pottstown Discount Pharmacy,1501 E High St,,,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.615101 40.244049),,,
4341,Rite Aid Store #01628,222 Y Street,,,Derry,Pennsylvania,15627,Westmoreland,,,POINT (-79.299842 40.331721),,,
4342,Ahold Usa-giant Pharmacy-6504,300 Lincoln Avenue,,,East Stroudsburg,Pa,18301,Monroe,,,POINT (-75.183455 40.992019),,,
4343,Rite Aid Store #11021,469 West Penn Avenue,,,Cleona,Pennsylvania,17042,Lebanon,,,POINT (-76.484023 40.335888),,,
4344,Rite Aid Store #02271,"""4135 North George Street, Ext",,,Manchester,Pennsylvania,17345,York,,,POINT (-76.724318 40.043867),,,
4345,Giant Eagle Pharmacy-4237,2067 Interchange Rd,,,Erie,Pennsylvania,16509,Erie,,,POINT (-80.101314 42.06465),,,
4346,Rite Aid Store #07832,4155 Ewalt Road,,,Gibsonia,Pennsylvania,15044,Allegheny,,,POINT (-79.942924 40.626034),,,
4347,Walmart Store #1884,900 Commerce Blvd,,,Scranton,Pennsylvania,18519,Lackawanna,,,POINT (-75.641601 41.463589),,,
4348,Robert Packer Hospital,Guthrie Square,,,Sayre,Pennsylvania,18840,Bradford,1170,4/27/2021,,1170,0,0
4349,Cvs/pharmacy01582,115 Northumberland Street,,,Danville,Pennsylvania,17821,Montour,,,POINT (-76.61872 40.964841),,,
4350,Wind Gap Community Pharmacy Inc,31 W 1st St,,,Wind Gap,Pennsylvania,18091,Northampton,1500,4/27/2021,POINT (-75.296611 40.840151),0,1500,0
4351,Cvs/pharmacy10249,1650 Menoher Blvd.,,,Johnstown,Pennsylvania,15905,Cambria,,,POINT (-78.956348 40.315635),,,
4352,Cvs/pharnacy 16966,3400 Wilkes-barre Township Commons,,,Wilkes Barre,Pennsylvania,18702,Luzerne,,,POINT (-75.84433 41.24163),,,
4353,Cvs/pharmacy02350,4290 Township Line Road,,,Schwenksville,Pennsylvania,19473,Montgomery,,,POINT (-75.401431 40.234653),,,
4354,Cvs/pharmacy17280,6416 Carlisle Pike,,,Mechanicsburg,Pa,170502384,Cumberland,,,POINT (-77.007475 40.246692),,,
4355,Rite Aid Store #11084,148 Ennis Lane,,,Towanda,Pennsylvania,18848,Bradford,,,,,,
4356,Spartan Pharmacy Bethel Park,3400 South Park Rd,,Unit 1,Bethel Park,Pennsylvania,15102,Allegheny,,,POINT (-80.057122 40.321885),,,
4357,Rite Aid Store #04293,5 Friendly Drive,,Po Box 157,Duncannon,Pennsylvania,17020,Perry,,,POINT (-77.043773 40.390841),,,
4358,Vdi-birdsboro Pharmacy,200 W First Street,Suite 3a,,Birdsboro,Pennsylvania,19508,Berks,,,POINT (-75.808762 40.263465),,,
